Date,Region,Crop_Type,Pest_Type,Severity,Treatment,Health_Status
2023-12-16,Nanyang,wheat,none,mild,crop_removal,dead
2023-12-17,Zhengzhou,corn,blight,severe,pesticide_spraying,healthy
2023-12-17,Luoyang,rice,aphids,moderate,crop_removal,healthy
2023-12-17,Kaifeng,corn,borer,mild,none,healthy
2023-12-17,Anyang,wheat,blight,severe,crop_removal,dead
2023-12-17,Nanyang,wheat,borer,moderate,pesticide_spraying,dead
2023-12-18,Zhengzhou,corn,aphids,moderate,crop_removal,dead
2023-12-18,Luoyang,corn,blight,mild,crop_removal,healthy
2023-12-18,Kaifeng,wheat,blight,mild,pesticide_spraying,healthy
2023-12-18,Anyang,wheat,none,moderate,pesticide_spraying,dead
2023-12-18,Nanyang,corn,aphids,mild,pesticide_spraying,affected
2023-12-19,Zhengzhou,rice,aphids,severe,pesticide_spraying,affected
2023-12-19,Luoyang,corn,blight,severe,pesticide_spraying,dead
2023-12-19,Kaifeng,corn,none,mild,none,affected
2023-12-19,Anyang,wheat,aphids,severe,crop_removal,healthy
2023-12-19,Nanyang,rice,blight,mild,pesticide_spraying,dead
2023-12-20,Zhengzhou,corn,borer,moderate,pesticide_spraying,affected
2023-12-20,Luoyang,wheat,blight,mild,pesticide_spraying,healthy
2023-12-20,Kaifeng,corn,aphids,severe,none,dead
2023-12-20,Anyang,rice,blight,severe,pesticide_spraying,healthy
2023-12-20,Nanyang,rice,none,severe,pesticide_spraying,healthy
2023-12-21,Zhengzhou,rice,aphids,severe,pesticide_spraying,affected
2023-12-21,Luoyang,rice,borer,mild,none,affected
2023-12-21,Kaifeng,rice,aphids,moderate,crop_removal,dead
2023-12-21,Anyang,rice,borer,severe,none,dead
2023-12-21,Nanyang,rice,borer,mild,none,dead
2023-12-22,Zhengzhou,corn,blight,severe,none,affected
2023-12-22,Luoyang,rice,borer,mild,pesticide_spraying,dead
2023-12-22,Kaifeng,rice,aphids,moderate,none,dead
2023-12-22,Anyang,wheat,aphids,moderate,none,healthy
2023-12-22,Nanyang,wheat,none,mild,pesticide_spraying,dead
2023-12-23,Zhengzhou,corn,blight,severe,pesticide_spraying,affected
2023-12-23,Luoyang,wheat,borer,moderate,crop_removal,dead
2023-12-23,Kaifeng,wheat,none,severe,none,dead
2023-12-23,Anyang,rice,aphids,moderate,none,dead
2023-12-23,Nanyang,corn,none,mild,crop_removal,healthy
2023-12-24,Zhengzhou,corn,none,severe,pesticide_spraying,dead
2023-12-24,Luoyang,rice,none,severe,pesticide_spraying,healthy
2023-12-24,Kaifeng,wheat,blight,mild,none,healthy
2023-12-24,Anyang,corn,borer,severe,crop_removal,healthy
2023-12-24,Nanyang,corn,borer,severe,none,dead
2023-12-25,Zhengzhou,rice,borer,severe,pesticide_spraying,healthy
2023-12-25,Luoyang,wheat,borer,severe,crop_removal,healthy
2023-12-25,Kaifeng,wheat,none,moderate,none,dead
2023-12-25,Anyang,corn,aphids,moderate,pesticide_spraying,affected
2023-12-25,Nanyang,rice,none,moderate,pesticide_spraying,dead
2023-12-26,Zhengzhou,rice,aphids,mild,pesticide_spraying,healthy
2023-12-26,Luoyang,corn,borer,severe,crop_removal,healthy
2023-12-26,Kaifeng,corn,blight,mild,pesticide_spraying,affected
2023-12-26,Anyang,rice,aphids,severe,crop_removal,healthy
2023-12-26,Nanyang,corn,aphids,moderate,crop_removal,affected
2023-12-27,Zhengzhou,rice,aphids,severe,pesticide_spraying,dead
2023-12-27,Luoyang,corn,none,severe,none,affected
2023-12-27,Kaifeng,corn,blight,severe,pesticide_spraying,healthy
2023-12-27,Anyang,corn,none,mild,pesticide_spraying,healthy
2023-12-27,Nanyang,corn,borer,mild,pesticide_spraying,healthy
2023-12-28,Zhengzhou,wheat,borer,severe,none,dead
2023-12-28,Luoyang,rice,blight,moderate,crop_removal,healthy
2023-12-28,Kaifeng,rice,aphids,moderate,none,healthy
2023-12-28,Anyang,wheat,borer,moderate,pesticide_spraying,affected
2023-12-28,Nanyang,corn,none,severe,pesticide_spraying,dead
2023-12-29,Zhengzhou,wheat,borer,moderate,none,healthy
2023-12-29,Luoyang,rice,none,severe,none,healthy
2023-12-29,Kaifeng,wheat,blight,severe,none,affected
2023-12-29,Anyang,rice,aphids,severe,pesticide_spraying,dead
2023-12-29,Nanyang,corn,none,severe,crop_removal,dead
2023-12-30,Zhengzhou,rice,borer,mild,none,affected
2023-12-30,Luoyang,rice,aphids,moderate,none,affected
2023-12-30,Kaifeng,corn,blight,moderate,none,affected
2023-12-30,Anyang,wheat,blight,severe,pesticide_spraying,healthy
2023-12-30,Nanyang,wheat,none,mild,crop_removal,dead
2023-12-31,Zhengzhou,rice,blight,mild,crop_removal,dead
2023-12-31,Luoyang,wheat,none,moderate,pesticide_spraying,affected
2023-12-31,Kaifeng,rice,none,severe,none,dead
2023-12-31,Anyang,corn,blight,moderate,crop_removal,dead
2023-12-31,Nanyang,wheat,blight,moderate,none,affected
